CaseName,TimeStep,B0x,B0y,B0z,ns,__CatalystChannel__,TimeValue,ScalarField,FILE
GEM_3,2462,0.0195,0,0.0195,4,particles,615.5,mag(B),data/GEM_3_2462_0.0195_0_0.0195_4_particles_615.5_mag(B).vtu
GEM_3,2462,0.0195,0,0.0195,4,particles,615.5,Bz,data/GEM_3_2462_0.0195_0_0.0195_4_particles_615.5_Bz.vtu
GEM_3,2463,0.0195,0,0.0195,4,particles,615.75,mag(B),data/GEM_3_2463_0.0195_0_0.0195_4_particles_615.75_mag(B).vtu
GEM_3,2463,0.0195,0,0.0195,4,particles,615.75,Bz,data/GEM_3_2463_0.0195_0_0.0195_4_particles_615.75_Bz.vtu
GEM_3,2464,0.0195,0,0.0195,4,particles,616,mag(B),data/GEM_3_2464_0.0195_0_0.0195_4_particles_616_mag(B).vtu
GEM_3,2464,0.0195,0,0.0195,4,particles,616,Bz,data/GEM_3_2464_0.0195_0_0.0195_4_particles_616_Bz.vtu
GEM_3,2465,0.0195,0,0.0195,4,particles,616.25,mag(B),data/GEM_3_2465_0.0195_0_0.0195_4_particles_616.25_mag(B).vtu
GEM_3,2465,0.0195,0,0.0195,4,particles,616.25,Bz,data/GEM_3_2465_0.0195_0_0.0195_4_particles_616.25_Bz.vtu
GEM_3,2466,0.0195,0,0.0195,4,particles,616.5,mag(B),data/GEM_3_2466_0.0195_0_0.0195_4_particles_616.5_mag(B).vtu
GEM_3,2466,0.0195,0,0.0195,4,particles,616.5,Bz,data/GEM_3_2466_0.0195_0_0.0195_4_particles_616.5_Bz.vtu
GEM_3,2467,0.0195,0,0.0195,4,particles,616.75,mag(B),data/GEM_3_2467_0.0195_0_0.0195_4_particles_616.75_mag(B).vtu
GEM_3,2467,0.0195,0,0.0195,4,particles,616.75,Bz,data/GEM_3_2467_0.0195_0_0.0195_4_particles_616.75_Bz.vtu
GEM_3,2468,0.0195,0,0.0195,4,particles,617,mag(B),data/GEM_3_2468_0.0195_0_0.0195_4_particles_617_mag(B).vtu
GEM_3,2468,0.0195,0,0.0195,4,particles,617,Bz,data/GEM_3_2468_0.0195_0_0.0195_4_particles_617_Bz.vtu
GEM_3,2469,0.0195,0,0.0195,4,particles,617.25,mag(B),data/GEM_3_2469_0.0195_0_0.0195_4_particles_617.25_mag(B).vtu
GEM_3,2469,0.0195,0,0.0195,4,particles,617.25,Bz,data/GEM_3_2469_0.0195_0_0.0195_4_particles_617.25_Bz.vtu
GEM_3,2470,0.0195,0,0.0195,4,particles,617.5,mag(B),data/GEM_3_2470_0.0195_0_0.0195_4_particles_617.5_mag(B).vtu
GEM_3,2470,0.0195,0,0.0195,4,particles,617.5,Bz,data/GEM_3_2470_0.0195_0_0.0195_4_particles_617.5_Bz.vtu
GEM_3,2471,0.0195,0,0.0195,4,particles,617.75,mag(B),data/GEM_3_2471_0.0195_0_0.0195_4_particles_617.75_mag(B).vtu
GEM_3,2471,0.0195,0,0.0195,4,particles,617.75,Bz,data/GEM_3_2471_0.0195_0_0.0195_4_particles_617.75_Bz.vtu
GEM_3,2472,0.0195,0,0.0195,4,particles,618,mag(B),data/GEM_3_2472_0.0195_0_0.0195_4_particles_618_mag(B).vtu
GEM_3,2472,0.0195,0,0.0195,4,particles,618,Bz,data/GEM_3_2472_0.0195_0_0.0195_4_particles_618_Bz.vtu
GEM_3,2473,0.0195,0,0.0195,4,particles,618.25,mag(B),data/GEM_3_2473_0.0195_0_0.0195_4_particles_618.25_mag(B).vtu
GEM_3,2473,0.0195,0,0.0195,4,particles,618.25,Bz,data/GEM_3_2473_0.0195_0_0.0195_4_particles_618.25_Bz.vtu
GEM_3,2474,0.0195,0,0.0195,4,particles,618.5,mag(B),data/GEM_3_2474_0.0195_0_0.0195_4_particles_618.5_mag(B).vtu
GEM_3,2474,0.0195,0,0.0195,4,particles,618.5,Bz,data/GEM_3_2474_0.0195_0_0.0195_4_particles_618.5_Bz.vtu
GEM_3,2475,0.0195,0,0.0195,4,particles,618.75,mag(B),data/GEM_3_2475_0.0195_0_0.0195_4_particles_618.75_mag(B).vtu
GEM_3,2475,0.0195,0,0.0195,4,particles,618.75,Bz,data/GEM_3_2475_0.0195_0_0.0195_4_particles_618.75_Bz.vtu
GEM_3,2476,0.0195,0,0.0195,4,particles,619,mag(B),data/GEM_3_2476_0.0195_0_0.0195_4_particles_619_mag(B).vtu
GEM_3,2476,0.0195,0,0.0195,4,particles,619,Bz,data/GEM_3_2476_0.0195_0_0.0195_4_particles_619_Bz.vtu
GEM_3,2477,0.0195,0,0.0195,4,particles,619.25,mag(B),data/GEM_3_2477_0.0195_0_0.0195_4_particles_619.25_mag(B).vtu
GEM_3,2477,0.0195,0,0.0195,4,particles,619.25,Bz,data/GEM_3_2477_0.0195_0_0.0195_4_particles_619.25_Bz.vtu
GEM_3,2478,0.0195,0,0.0195,4,particles,619.5,mag(B),data/GEM_3_2478_0.0195_0_0.0195_4_particles_619.5_mag(B).vtu
GEM_3,2478,0.0195,0,0.0195,4,particles,619.5,Bz,data/GEM_3_2478_0.0195_0_0.0195_4_particles_619.5_Bz.vtu
GEM_3,2479,0.0195,0,0.0195,4,particles,619.75,mag(B),data/GEM_3_2479_0.0195_0_0.0195_4_particles_619.75_mag(B).vtu
GEM_3,2479,0.0195,0,0.0195,4,particles,619.75,Bz,data/GEM_3_2479_0.0195_0_0.0195_4_particles_619.75_Bz.vtu
GEM_3,2480,0.0195,0,0.0195,4,particles,620,mag(B),data/GEM_3_2480_0.0195_0_0.0195_4_particles_620_mag(B).vtu
GEM_3,2480,0.0195,0,0.0195,4,particles,620,Bz,data/GEM_3_2480_0.0195_0_0.0195_4_particles_620_Bz.vtu
GEM_3,2481,0.0195,0,0.0195,4,particles,620.25,mag(B),data/GEM_3_2481_0.0195_0_0.0195_4_particles_620.25_mag(B).vtu
GEM_3,2481,0.0195,0,0.0195,4,particles,620.25,Bz,data/GEM_3_2481_0.0195_0_0.0195_4_particles_620.25_Bz.vtu
GEM_3,2482,0.0195,0,0.0195,4,particles,620.5,mag(B),data/GEM_3_2482_0.0195_0_0.0195_4_particles_620.5_mag(B).vtu
GEM_3,2482,0.0195,0,0.0195,4,particles,620.5,Bz,data/GEM_3_2482_0.0195_0_0.0195_4_particles_620.5_Bz.vtu
GEM_3,2483,0.0195,0,0.0195,4,particles,620.75,mag(B),data/GEM_3_2483_0.0195_0_0.0195_4_particles_620.75_mag(B).vtu
GEM_3,2483,0.0195,0,0.0195,4,particles,620.75,Bz,data/GEM_3_2483_0.0195_0_0.0195_4_particles_620.75_Bz.vtu
GEM_3,2484,0.0195,0,0.0195,4,particles,621,mag(B),data/GEM_3_2484_0.0195_0_0.0195_4_particles_621_mag(B).vtu
GEM_3,2484,0.0195,0,0.0195,4,particles,621,Bz,data/GEM_3_2484_0.0195_0_0.0195_4_particles_621_Bz.vtu
GEM_3,2485,0.0195,0,0.0195,4,particles,621.25,mag(B),data/GEM_3_2485_0.0195_0_0.0195_4_particles_621.25_mag(B).vtu
GEM_3,2485,0.0195,0,0.0195,4,particles,621.25,Bz,data/GEM_3_2485_0.0195_0_0.0195_4_particles_621.25_Bz.vtu
GEM_3,2486,0.0195,0,0.0195,4,particles,621.5,mag(B),data/GEM_3_2486_0.0195_0_0.0195_4_particles_621.5_mag(B).vtu
GEM_3,2486,0.0195,0,0.0195,4,particles,621.5,Bz,data/GEM_3_2486_0.0195_0_0.0195_4_particles_621.5_Bz.vtu
GEM_3,2487,0.0195,0,0.0195,4,particles,621.75,mag(B),data/GEM_3_2487_0.0195_0_0.0195_4_particles_621.75_mag(B).vtu
GEM_3,2487,0.0195,0,0.0195,4,particles,621.75,Bz,data/GEM_3_2487_0.0195_0_0.0195_4_particles_621.75_Bz.vtu
GEM_3,2488,0.0195,0,0.0195,4,particles,622,mag(B),data/GEM_3_2488_0.0195_0_0.0195_4_particles_622_mag(B).vtu
GEM_3,2488,0.0195,0,0.0195,4,particles,622,Bz,data/GEM_3_2488_0.0195_0_0.0195_4_particles_622_Bz.vtu
GEM_3,2489,0.0195,0,0.0195,4,particles,622.25,mag(B),data/GEM_3_2489_0.0195_0_0.0195_4_particles_622.25_mag(B).vtu
GEM_3,2489,0.0195,0,0.0195,4,particles,622.25,Bz,data/GEM_3_2489_0.0195_0_0.0195_4_particles_622.25_Bz.vtu
GEM_3,2490,0.0195,0,0.0195,4,particles,622.5,mag(B),data/GEM_3_2490_0.0195_0_0.0195_4_particles_622.5_mag(B).vtu
GEM_3,2490,0.0195,0,0.0195,4,particles,622.5,Bz,data/GEM_3_2490_0.0195_0_0.0195_4_particles_622.5_Bz.vtu
GEM_3,2491,0.0195,0,0.0195,4,particles,622.75,mag(B),data/GEM_3_2491_0.0195_0_0.0195_4_particles_622.75_mag(B).vtu
GEM_3,2491,0.0195,0,0.0195,4,particles,622.75,Bz,data/GEM_3_2491_0.0195_0_0.0195_4_particles_622.75_Bz.vtu
GEM_3,2492,0.0195,0,0.0195,4,particles,623,mag(B),data/GEM_3_2492_0.0195_0_0.0195_4_particles_623_mag(B).vtu
GEM_3,2492,0.0195,0,0.0195,4,particles,623,Bz,data/GEM_3_2492_0.0195_0_0.0195_4_particles_623_Bz.vtu
GEM_3,2493,0.0195,0,0.0195,4,particles,623.25,mag(B),data/GEM_3_2493_0.0195_0_0.0195_4_particles_623.25_mag(B).vtu
GEM_3,2493,0.0195,0,0.0195,4,particles,623.25,Bz,data/GEM_3_2493_0.0195_0_0.0195_4_particles_623.25_Bz.vtu
GEM_3,2494,0.0195,0,0.0195,4,particles,623.5,mag(B),data/GEM_3_2494_0.0195_0_0.0195_4_particles_623.5_mag(B).vtu
GEM_3,2494,0.0195,0,0.0195,4,particles,623.5,Bz,data/GEM_3_2494_0.0195_0_0.0195_4_particles_623.5_Bz.vtu
GEM_3,2495,0.0195,0,0.0195,4,particles,623.75,mag(B),data/GEM_3_2495_0.0195_0_0.0195_4_particles_623.75_mag(B).vtu
GEM_3,2495,0.0195,0,0.0195,4,particles,623.75,Bz,data/GEM_3_2495_0.0195_0_0.0195_4_particles_623.75_Bz.vtu
GEM_3,2496,0.0195,0,0.0195,4,particles,624,mag(B),data/GEM_3_2496_0.0195_0_0.0195_4_particles_624_mag(B).vtu
GEM_3,2496,0.0195,0,0.0195,4,particles,624,Bz,data/GEM_3_2496_0.0195_0_0.0195_4_particles_624_Bz.vtu
GEM_3,2497,0.0195,0,0.0195,4,particles,624.25,mag(B),data/GEM_3_2497_0.0195_0_0.0195_4_particles_624.25_mag(B).vtu
GEM_3,2497,0.0195,0,0.0195,4,particles,624.25,Bz,data/GEM_3_2497_0.0195_0_0.0195_4_particles_624.25_Bz.vtu
GEM_3,2498,0.0195,0,0.0195,4,particles,624.5,mag(B),data/GEM_3_2498_0.0195_0_0.0195_4_particles_624.5_mag(B).vtu
GEM_3,2498,0.0195,0,0.0195,4,particles,624.5,Bz,data/GEM_3_2498_0.0195_0_0.0195_4_particles_624.5_Bz.vtu
GEM_3,2499,0.0195,0,0.0195,4,particles,624.75,mag(B),data/GEM_3_2499_0.0195_0_0.0195_4_particles_624.75_mag(B).vtu
GEM_3,2499,0.0195,0,0.0195,4,particles,624.75,Bz,data/GEM_3_2499_0.0195_0_0.0195_4_particles_624.75_Bz.vtu
GEM_3,2500,0.0195,0,0.0195,4,particles,625,mag(B),data/GEM_3_2500_0.0195_0_0.0195_4_particles_625_mag(B).vtu
GEM_3,2500,0.0195,0,0.0195,4,particles,625,Bz,data/GEM_3_2500_0.0195_0_0.0195_4_particles_625_Bz.vtu
